id,user_id,subscription_id,title,url,created_at,updated_at,listened,xml,summary,duration
1,1,8,The Frequency 61: Steppin' on Rakes,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-061.mp3,2013-01-14 18:38:48 UTC,2013-02-11 23:44:49 UTC,false,,,
2,1,8,The Frequency 62: Squirt Cake from your Body,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-062.mp3,2013-01-15 18:20:56 UTC,2013-02-11 23:44:49 UTC,false,,,
3,1,8,The Frequency 63: Drool Sample,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-063.mp3,2013-01-16 18:25:41 UTC,2013-02-11 23:44:49 UTC,false,,,
4,1,11,Teach Me for $80 with Trent Walton,http://theeastwing.net/podpress_trac/feed/712/0/EP39-Trent.mp3,2013-01-16 19:13:01 UTC,2013-02-11 23:44:49 UTC,false,,,
5,1,19,jQuery 1.9 rc1,http://javascriptshow.com/download/feed/51.mp3,2013-01-17 03:22:08 UTC,2013-02-11 23:44:49 UTC,false,,,
6,1,26,"In Beta 32: Men Who ""Like"" Sexism",http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/inbeta/2013/inbeta-032.mp3,2013-01-17 03:45:41 UTC,2013-02-11 23:44:49 UTC,false,,,
7,1,12,Jennifer Robbins,http://traffic.libsyn.com/unmatchedstyle/Jennifer-Robbins-on-NBSPtv.mp3,2013-01-17 17:19:21 UTC,2013-02-11 23:44:49 UTC,false,,,
8,1,8,The Frequency 64: The Most Courteous Donkey of All,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-064.mp3,2013-01-17 18:21:47 UTC,2013-02-11 23:44:49 UTC,false,,,
9,1,25,The Big Web Show 80: John Gruber,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/bigwebshow/2013/bigwebshow-080.mp3,2013-01-17 21:55:46 UTC,2013-02-11 23:44:49 UTC,false,,,
10,1,10,The Critical Path 71: Max Headroom,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/criticalpath/2013/criticalpath-071.mp3,2013-01-18 01:11:28 UTC,2013-02-11 23:44:49 UTC,false,,,
11,1,14,#051: With Drew Wilson,http://shoptalkshow.com/podpress_trac/feed/252/0/051_with_drew_wilson.mp3,2013-01-18 03:16:37 UTC,2013-02-11 23:44:49 UTC,false,,,
12,1,20,043 JSJ Sinon.JS,http://traffic.libsyn.com/jsjabber/JSJ043SinonJS.mp3,2013-01-18 09:14:18 UTC,2013-02-11 23:44:49 UTC,false,,,
13,1,8,"The Frequency 65: Not British, Just Uppity",http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-065.mp3,2013-01-18 19:38:08 UTC,2013-02-11 23:44:49 UTC,false,,,
14,1,16,Episode 32: There is an excited you in there,http://learn.thoughtbot.com/podcast/32.mp3,2013-01-21 00:33:34 UTC,2013-02-11 23:44:49 UTC,false,,,
15,1,22,Because you're worth it,http://www.buzzsprout.com/8778/73759-because-you-re-worth-it.mp3,2013-01-21 14:09:53 UTC,2013-02-11 23:44:49 UTC,false,,,
16,1,8,The Frequency 66: Nothing Weird is Going to Happen,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-066.mp3,2013-01-21 20:31:36 UTC,2013-02-11 23:44:49 UTC,false,,,
17,1,14,#052: With Niki Brown and Liz Andrade,http://shoptalkshow.com/podpress_trac/feed/256/0/052_with_niki_brown_and_liz_andrade.mp3,2013-01-22 17:58:51 UTC,2013-02-11 23:44:49 UTC,false,,,
18,1,8,"The Frequency 67: Rainbows, Unicorns, Narwhals & Mustaches",http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-067.mp3,2013-01-22 18:54:38 UTC,2013-02-11 23:44:49 UTC,false,,,
19,1,19,jQuery 1.9,http://javascriptshow.com/download/feed/52.mp3,2013-01-22 21:49:59 UTC,2013-02-11 23:44:49 UTC,false,,,
20,1,11,The Business of Design with Andy Clarke,http://theeastwing.net/podpress_trac/feed/732/0/EP40-Andy.mp3,2013-01-23 08:20:13 UTC,2013-02-11 23:44:49 UTC,false,,,
21,1,18,089 RR Rescue Projects,http://traffic.libsyn.com/rubyrogues/RR089RescueProjects.mp3,2013-01-23 13:54:22 UTC,2013-02-11 23:44:49 UTC,false,,,
22,1,23,Adaptive Web Design with Aaron Gustafson with Aaron Gustafson,http://feedproxy.google.com/~r/bdconf-podcast/~5/vHlqy-vAXbs/Adaptive-Web-Design-with-Aaron-Gustafson.mp3,2013-01-23 14:22:12 UTC,2013-02-11 23:44:49 UTC,false,,,
23,1,8,The Frequency 68: Gordon,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-068.mp3,2013-01-23 18:01:50 UTC,2013-02-11 23:44:49 UTC,false,,,
24,1,26,In Beta 33: Internal Resentfulness Meter,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/inbeta/2013/inbeta-033.mp3,2013-01-24 00:28:45 UTC,2013-02-11 23:44:49 UTC,false,,,
25,1,15,"#33: Allan Grinshtein – We’re one, version control for designers, re-thinking Email’s inbox, and Photoshop for retina",http://radio.theindustry.cc/5269/74186-33-allan-grinshtein-we-re-one-version-control-for-designers-re-thinking-email-s-inbox-and-photoshop-for-retina.mp3,2013-01-24 05:36:46 UTC,2013-02-11 23:44:49 UTC,false,,,
26,1,15,"The Random Show #4: Deeps laughs, gifs, and shark repellent",http://therandomshow.theindustry.cc/7964/74188-4-deeps-laughs-gifs-and-shark-repellent.mp3,2013-01-24 06:13:40 UTC,2013-02-11 23:44:49 UTC,false,,,
27,1,15,#34: Adam and Drew start off the new year,http://radio.theindustry.cc/5269/74198-34-adam-and-drew-start-off-the-new-year.mp3,2013-01-24 07:51:05 UTC,2013-02-11 23:44:49 UTC,false,,,
28,1,15,The Random Show #5: Getting back at it,http://therandomshow.theindustry.cc/7964/74200-5-getting-back-at-it.mp3,2013-01-24 07:51:05 UTC,2013-02-11 23:44:49 UTC,false,,,
29,1,33,026 - Live From a Closet in Texas,http://www.buzzsprout.com/6318/74267-bionic-026.mp3,2013-01-24 20:30:19 UTC,2013-02-11 23:44:49 UTC,false,,,
30,1,8,The Frequency 69: When Pebbles Ship,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-069.mp3,2013-01-24 21:07:14 UTC,2013-02-11 23:44:49 UTC,false,,,
31,1,25,The Big Web Show 81: Tina Roth Eisenberg (swissmiss),http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/bigwebshow/2013/bigwebshow-081.mp3,2013-01-24 22:26:43 UTC,2013-02-11 23:44:49 UTC,false,,,
32,1,20,044 JSJ Book Club: Effective JavaScript with David Herman,http://traffic.libsyn.com/jsjabber/JSJ044EffectiveJavascript.mp3,2013-01-25 09:20:34 UTC,2013-02-11 23:44:49 UTC,false,,,
33,1,24,Cyd Harrell – Conducting Usability Research for Mobile,http://media.rawvoice.com/uie_podcasts/www.uie.com/BSAL/BSAL176SpoolCast_Harrell-UXIM.mp3,2013-01-25 15:54:38 UTC,2013-02-11 23:44:49 UTC,false,,,
34,1,30,"Episode #339 - January 25th, 2013",http://feedproxy.google.com/~r/Ruby5/~5/eBmFvulQOLI/339-ruby5.mp3,2013-01-25 17:09:45 UTC,2013-02-11 23:44:49 UTC,false,,,
35,1,8,The Frequency 70: The Way of the Kutcher,http://d.ahoy.co/redirect.mp3/fly.5by5.tv/audio/broadcasts/frequency/2013/frequency-070.mp3,2013-01-25 18:16:53 UTC,2013-02-11 23:44:49 UTC,false,,,
36,1,29,"30: Buy High, Sell Low",http://feedproxy.google.com/~r/the_talk_show/~5/FtGrorm3hjM/talkshow-30.mp3,2013-01-25 22:41:51 UTC,2013-02-11 23:44:49 UTC,false,,,
37,1,16,Episode 33: I've failed before,http://learn.thoughtbot.com/podcast/33.mp3,2013-01-28 00:49:48 UTC,2013-02-11 23:44:49 UTC,false,,,
38,1,22,"Deposits, debts and dogs",http://www.buzzsprout.com/8778/74656-deposits-debts-and-dogs.mp3,2013-01-28 05:16:25 UTC,2013-02-11 23:44:49 UTC,true,,,
